Country Name,Country Code,Year,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population)_scaled,Population growth (annual %)_scaled,People using safely managed sanitation services (% of population)_scaled,Access to electricity (% of population)_scaled,People using at least basic drinking water services (% of population)_scaled,Population living in slums (% of urban population)_scaled,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)_scaled",GDP growth (annual %)_scaled,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)_scaled,"Population, total_scaled","Life expectancy at birth, total (years)_scaled",GDP per capita (current US$)_scaled
Cambodia,KHM,2012,,0.3889231942193912,0.220710864449261,0.4183467741935484,0.6085797642139499,0.5109921423435743,0.9178491525943178,0.4261017577512405,-1.0160386713084792,-0.13781546926397534,-0.2871618199949492,-0.9754270370313872
Liberia,LBR,2011,,0.46214479802600306,,0.03326612903225806,0.6304355910595636,,0.8267798584081645,0.42988604141202086,-1.1525690584866388,-0.21993896907197963,-1.298054754468591,-1.4436512710429912
Netherlands,NLD,2013,0.001053740779768177,0.35246604978177803,0.9747659380473991,1.0,0.9999999859027868,,0.6691899843697322,0.37330514617782484,1.213110991689084,-0.12357662114663216,1.1843931529770197,1.4170845053665424
Russian Federation,RUS,2001,0.03371970495258166,0.3307184146380787,0.5568407597049579,0.9788306451612904,0.9427736317606363,,0.565432590640228,0.40857133761508213,1.345161268502256,0.8656207696340339,-0.6270750374939189,-0.6180719848809911
New Zealand,NZL,2011,,0.36661310392043567,0.8692726406961621,1.0,1.0,,0.6866744307211374,0.38790391473121094,0.9226997547054921,-0.21869208092890466,1.1674656184908616,1.2187207750986526
Namibia,NAM,2005,,0.3814711393856281,,0.3911290322580645,0.7347670237258588,,0.49745625057464216,0.39089942597176935,-0.4591744430969023,-0.23720462739717094,-2.0864033355567013,-0.2627817678567842
French Polynesia,PYF,2003,,0.39033486147290314,,1.0,0.9999995867392484,,0.5274602347604891,0.38813373468865325,0.2988601154294659,-0.2503376474222642,1.0029355332967365,0.7926260946067396
Cambodia,KHM,2019,,0.38174162113542637,0.320717110768177,0.8387096774193549,0.6967046566012962,,0.909237181648227,0.42807252394928597,-0.6373839894106528,-0.12605112994701256,-0.08737251296785682,-0.5814041405190773
Spain,ESP,2024,,0.3721452465111602,,,,,0.5254221704618589,0.39516779444863864,,0.12149955658627039,,1.1649478543367244
Tuvalu,TUV,2002,,0.35520119823831664,0.42607231963942804,0.9455645161290321,0.9859504173041869,0.04258267852863119,,0.43898078737004764,-1.3577731445842158,-0.252190986572122,-0.8043840237222614,-0.733253761061445
Andorra,AND,2017,,0.40913240261241646,1.0,1.0,1.0,,,0.3758919084926195,,-0.2516998035286953,1.5318765858986456,1.254541298619947
Equatorial Guinea,GNQ,2008,,0.48190582588607234,,0.6491935483870968,0.48576749007697023,0.59971610879684,0.548178001164608,0.49586619808372834,0.7360902030346489,-0.24395936680815705,-1.5372102916957822,0.7467107375094723
Ethiopia,ETH,2003,,0.43493579932955995,0.0286128097315238,0.1280241935483871,0.056763302845966424,,0.9039351497134449,0.3586555202291209,-1.284219483660578,0.31314461464731164,-2.0499952613831995,-2.4390740304195737
Japan,JPN,2020,0.012644889357218124,0.33464786841247746,0.990348902448229,1.0,0.9889265131649383,,0.5954212510343558,0.34485637642589095,1.047650105079779,0.7146399393972823,1.5547454074888774,1.2444505772209242
Germany,DEU,2003,0.002107481559536354,0.34522227159976493,0.959212758834218,1.0,1.0,,0.5325783811946426,0.36987017232151526,1.2658594387287787,0.3797806551486743,0.8516699751261946,1.0769929057313272
Liberia,LBR,2007,0.6438356164383562,0.49421324264384325,,0.02217741935483871,0.6022955103582226,,0.8286800085813231,0.4390596049346339,-1.1789660721224884,-0.22416715602865445,-1.4503997898383385,-1.7069069509900212
Lithuania,LTU,2014,0.01791359325605901,0.31893337121121845,0.888308953365818,1.0,0.9524531321137446,0.011021399148586897,0.5492659903766587,0.3994458909316923,0.4638046536439474,-0.22977124517163175,0.41210907961683485,0.6823081800720537
Malta,MLT,2000,,0.36306733128346985,0.992773988327906,1.0,0.9999999937955202,0.00037572951642909875,0.4073063838916301,0.5088043944900454,0.6384457494612926,-0.24927739964611154,0.8480624677766828,0.3895567001384876
Turkiye,TUR,2002,0.08008429926238145,0.3800260542668296,0.436886483339318,0.997983870967742,0.924504803775037,0.2323243810181849,0.4058659474700419,0.4178353898888984,0.18677319289172273,0.2611938673687753,0.19456251141320044,-0.28061481515651204
Curacao,CUW,2016,,0.37562289766513707,,1.0,0.9938236304130486,,,0.3661734111387479,,-0.2510419751125213,0.6174650479847847,0.7716675708587523
Solomon Islands,SLB,2000,,0.4127998479042303,,0.03931451612903226,0.737879469308822,0.10420231922300338,0.9329890588127123,0.2753711459429166,-0.8994903726902821,-0.24889157513576032,-0.4299497358941519,-1.1170293070044695
Angola,AGO,2009,,0.45854773698087087,,0.3326612903225806,0.3799033029016157,,0.8300131784608782,0.3794247125163353,-0.6489726531985559,-0.08061272393674974,-1.6690757853429345,-0.3647096073573568
Peru,PER,2012,0.10010537407797682,0.36886488615059027,0.33983354594604204,0.910282258064516,0.860651752683778,0.461724684647712,0.8484476998988628,0.41571817890196594,-0.3112468091090831,-0.025968472511826275,0.3508896798956742,0.09757108691791594
"Yemen, Rep.",YEM,2001,,0.4349523102390125,0.248906758270928,0.5,0.2757951646074546,,0.32717827699285906,0.3996596903655305,-0.7123582842808632,-0.09737318510923038,-0.8657088736582541,-1.5406186478030524
South Africa,ZAF,2018,,0.3944405066994391,0.688041343213593,0.8457661290322581,0.9139583473260033,0.24229173363001605,0.5369456618345643,0.3842144889685711,1.0004675284265074,0.19659269850938818,-0.5880973080853014,0.13472386484030283
Ghana,GHA,2022,,0.4016377873999535,0.158341019141447,0.8497983870967741,0.8569513053485784,0.3355199455262337,0.618223053112262,0.3996679663785303,-0.7609605319553241,0.0015909702714847433,-0.6427094193455549,-0.5802659266434523
Lithuania,LTU,2020,0.005268703898840885,0.3427725797693763,0.942752193358277,1.0,0.9755692847982456,0.0025048634428606583,0.6063164669465811,0.3738072896743282,0.5699636564479833,-0.23074292071391672,0.47038419833966294,0.819346753276449
Ireland,IRL,2015,0.004214963119072708,0.3721298046945834,0.776596264551546,1.0,0.9534539407204365,,0.59284685402556,0.5427233740779007,0.9915349107504895,-0.21625717155973037,1.2013206874631777,1.544103636223017
Paraguay,PRY,2006,0.14857744994731295,0.3750605859122031,0.464579949763056,0.966733870967742,0.8122709140078235,0.33099976915178514,0.6735725888013728,0.4065576736309611,-0.7630522100719458,-0.21010634836308284,0.07839799975337046,-0.5235292382028254
Kyrgyz Republic,KGZ,2019,0.051633298208640675,0.41138077442597365,0.92343186776358,0.998991935483871,0.8752892390391644,,0.6307579147384228,0.40513822583255626,-0.3564922301192582,-0.2017969541215837,0.08021840346204455,-0.8644336822072022
"Korea, Rep.",KOR,2008,0.005268703898840885,0.3665174172463933,0.9227312053448761,1.0,0.9860418830012625,,0.5780440712249838,0.39422459099881507,1.3050156170321683,0.12339545114885542,0.980985238577804,0.8472377175399016
French Polynesia,PYF,2012,,0.35861708330526276,,1.0,1.0,,0.5083361426951485,0.3671369619981028,0.2221529004513181,-0.25017340665624654,1.228779368404241,0.8321441080792028
Mongolia,MNG,2019,,0.3991227484662507,0.639390622815071,0.9889112903225806,0.7717054464057149,,0.6315547519078121,0.412023473020589,0.9609269710674168,-0.2272408943576457,0.01800277671128719,-0.15844530464723391
Lao PDR,LAO,2003,,0.39012284267595054,0.291122476157335,0.47580645161290325,0.42470483963068023,,0.592203254773361,0.415218276311096,-1.1534911802666659,-0.20862991217313046,-1.2801920430772162,-1.739951305297077
Romania,ROU,2019,0.032665964172813484,0.3276109235217319,0.8211002722772941,1.0,0.9999999960633978,,0.4441141316007232,0.4004819588167401,0.40222951259675843,-0.10391692410868643,0.5361518323268579,0.5333212031798663
Brunei Darussalam,BRN,2013,,0.385363599509516,,1.0,0.9987706696854304,,0.660348156547856,0.35890695176181453,1.841199335387404,-0.24911570133052133,0.4504430077138438,1.304275119994301
Mexico,MEX,2015,,0.3759026364281998,0.454663147538939,0.9899193548387096,0.9714409978336476,,0.5740445615863188,0.3920890667819725,0.3730828608106754,0.6749050078361645,0.4023160846657456,0.36925038673522886
Sint Maarten (Dutch part),SXM,2021,,0.38479637329863386,,1.0,,,,0.4049799225407765,,-0.2519463293243609,0.41073545181836774,1.1137140267344503
Costa Rica,CRI,2002,0.06954689146469968,0.3935070439907059,0.245910208997754,0.9848790322580645,0.9425796355223466,0.11803828313052624,0.5619081185448526,0.3970009901561114,-0.4298763662297353,-0.2210529988642531,0.801439597792761,-0.20048164809530777
Paraguay,PRY,2015,0.044257112750263436,0.38772477996971844,0.517344546063714,0.9929435483870968,0.9510390539746991,,0.687042201722394,0.3938407872535692,-0.5759314021279249,-0.2050983719495478,0.2911576832047718,0.032274248968001726
Algeria,DZA,2022,,0.39157310048515626,0.6241009960634331,1.0,0.9343488240646216,0.1327176846565291,0.28053265500015323,0.3982598040103924,0.3845497262127698,0.09600040229122637,0.5955064282488916,-0.07497191717262773
"Yemen, Rep.",YEM,2005,0.22550052687038985,0.4372241288639629,0.23484986186604,0.5443548387096774,0.32276997968951254,,0.28768886573293695,0.4119513212499019,-0.6350529625352295,-0.07773859094026425,-0.6301941438484137,-1.2818263084986066
Angola,AGO,2024,,0.43563693373373,,,,,0.8062153299212356,0.4039234234204109,,0.037864516393254964,,-0.6115697431547785
Guatemala,GTM,2010,,0.4034913838397582,,0.8417338709677419,0.8804186346685872,0.4439906522504094,0.5726194489564497,0.3933391392910336,-0.7222879286790994,-0.14122306502921902,-0.11490611906156661,-0.4352532710148264
Nigeria,NGA,2016,,0.4183223699114063,0.28091604838774603,0.5897177419354839,0.6288289742417184,0.5411217419742171,0.8900671182077291,0.3623984156785706,-0.8437714145879106,1.2444398947836184,-2.128272620856229,-0.6271413686230922
"Gambia, The",GMB,2001,,0.4254361754393078,0.420363671605558,0.2933467741935484,0.6652400926859268,,0.37627570566060864,0.4133828718456411,-1.164624008515174,-0.2408159101999741,-1.5487015901067935,-1.5770432251625965
Botswana,BWA,2000,,0.40804538019767506,,0.2590725806451613,0.694649925554645,0.5880656883404819,0.5441325201507861,0.38717663009867104,-0.03602102689516531,-0.239419316143024,-2.119853253703607,-0.3044002495740914
Malta,MLT,2006,0.005268703898840885,0.3545689683329234,0.9671530001453741,1.0,1.0,0.00037572951642909875,0.39425051334702255,0.38957175876294503,0.8048078242535844,-0.24916083748359205,0.9721052204867059,0.6902293703563617
"Congo, Rep.",COG,2014,,0.4166360982514983,,0.42943548387096775,0.6323929655305531,0.5363534839243876,0.6894173894388427,0.4191988261593272,-0.5851036596797805,-0.21415947382345682,-0.8585410340553464,-0.27744197514659713
Liberia,LBR,2014,0.3340358271865121,0.406534935952743,,0.08669354838709678,0.6505795155209215,0.6758633562925778,0.8259983450304942,0.3783344294836588,-1.111005930748221,-0.21731140016107586,-1.3294567184432362,-1.3058720971501023
Cyprus,CYP,2011,0.0,0.3932334982303725,0.763767746655883,1.0,0.9977793568850482,,0.624245303257838,0.3763774962532084,0.8209155524124768,-0.24348485519418991,1.1332081736987993,1.1124966065467814
Nicaragua,NIC,2009,0.1464699683877766,0.3866402381485382,,0.7772177419354839,0.7662606046013349,,0.6160011033130036,0.3508787897857908,-0.728470035464607,-0.20894652383118215,0.06872710505103308,-0.8447213174832654
Kuwait,KWT,2021,,0.3163375416844373,1.0,1.0,1.0,,0.7213981427564435,0.38501087684461,2.0972605469977097,-0.2188692483705897,0.8921850576668281,1.1416342670026123
Cuba,CUB,2009,,0.3443395687082871,0.42507032342663004,0.9758064516129031,0.9133591452738881,,0.4962609948205583,0.38348941757227634,-0.05377195297769389,-0.16576991082152945,0.7610493905065334,-0.05891678291824604
Germany,DEU,2012,0.0,0.3492264021695818,0.965266492352619,1.0,0.9999999917528737,0.0,0.5649422293052192,0.3767733043769076,1.2006935749789616,0.36363492326283225,1.0972579754581184,1.314709203277607
North Macedonia,MKD,2024,,0.28398485193635853,,,,,0.4471635661528087,0.3924597587394988,,-0.23854020264386183,,0.32273095671807084
Sao Tome and Principe,STP,2006,,0.41747809068847735,0.191065957452927,0.5655241935483871,0.6540833982746685,0.6151944615665776,0.014726163841981055,0.4344596768674953,-0.8687189916715822,-0.2509962263207933,-0.8935838054473421,-1.180521726827987
Qatar,QAT,2015,,0.6031516905686539,0.937909804214214,1.0,0.9993353041674502,,0.9835269239020501,0.4061880420522833,2.816384803595973,-0.2343101011913832,1.2390191392655387,1.5884375068139085
"Congo, Rep.",COG,2007,,0.45424255238046074,,0.35282258064516125,0.541389032245827,,0.6845750712556313,0.32804756796540196,-0.5794322068675085,-0.22178261321508694,-1.2338855237377937,-0.5869357962308673
Peru,PER,2003,0.23709167544783982,0.37577559457950827,0.158596360480113,0.7419354838709677,0.7844833726595926,,0.7341015660915136,0.4021438414053081,-0.6174736869165152,-0.04105374985596888,0.04358277882495945,-0.6093833703681354
Libya,LBY,2005,,0.40726034366692737,0.261093346916258,0.9002016129032258,0.8595867727941002,,0.3601397529804775,0.4551139849881587,1.1908333520608583,-0.20739810259900632,0.061900591143501195,0.23312842470666273
France,FRA,2013,0.001053740779768177,0.35918457532503756,0.889977880462683,1.0,1.0,,0.5084280854454626,0.3788868568465344,0.6379713446570675,0.25314637615323804,1.288455864982079,1.2848211652337913
"Venezuela, RB",VEN,2007,,0.3903713377172977,0.250881309956829,0.9889112903225806,0.9506630629686079,,0.6332556927886235,0.4336861282412726,0.6658752487821095,-0.04052632157798431,0.2790975086347999,0.2525656885448582
Equatorial Guinea,GNQ,2013,,0.46443145752101606,,0.65625,0.5532523948564463,,0.5704741181157865,0.34510086189511857,0.4149552641117007,-0.2419553644965222,-1.264149735394517,0.6768243879549197
Seychelles,SYC,2007,,0.35899096935781194,,0.9606854838709676,0.9359066014273276,,,0.43452812315191697,1.2225954404322692,-0.2516134980578593,0.25587626132657987,0.5174249647320706
Zimbabwe,ZWE,2013,,0.38613823121314766,0.300746704600303,0.40120967741935487,0.581474544563608,,0.6612369364675594,0.3871889327536173,-0.6675632846217635,-0.1449471728987326,-1.5988764673271514,-0.8915204120669337
Portugal,PRT,2010,0.002107481559536354,0.34493630281117155,0.695477903216848,1.0,0.9897041739239416,0.004007781508577053,0.5839897024119647,0.3854576096861465,0.5663004322511902,-0.17129605701134182,0.9252076249430965,0.8818374253937573
Bangladesh,BGD,2021,,0.36820121588869487,0.301546997662889,0.9899193548387096,0.9758111659169095,,0.5837291979527413,0.4212102882394361,-0.7931485609838065,1.0316640104770471,0.023672113261324238,-0.5123841651790604
South Africa,ZAF,2024,,0.3813462811404924,,,,,0.5430445309387354,0.3774989528885821,,0.23790128435737617,,0.07124728228662254
Costa Rica,CRI,2009,0.037934668071654375,0.38397452925972836,0.237045355667733,0.9939516129032258,0.9728599157394471,,0.5730178675411443,0.36750872662647566,-0.32491261490346784,-0.21780535539442653,0.9644795049509756,0.12723298578212325
Lebanon,LBN,2007,,0.4021778688015314,0.203255638711113,0.9778225806451613,0.8461490469113075,,0.31121088602163716,0.4375153141572373,0.14659125330417117,-0.21516850500786586,0.6641128930195838,-0.054459974620480286
Malawi,MWI,2013,,0.4294019416787284,0.273854671234928,0.08266129032258066,0.564481314063441,,0.7423304422446289,0.4107043689187614,-1.0680146717813581,-0.1284977636884894,-1.1467336961849726,-1.5280484979904134
Brazil,BRA,2005,0.14436248682824024,0.37669951373454824,0.378282147280108,0.970766129032258,0.9395474271083386,,0.6889423518955529,0.39552481165672293,-0.18386236370176204,1.162073698171556,0.10661425723783344,-0.0922419009359961
Fiji,FJI,2007,,0.36881136658961494,0.453501011349102,0.8881048387096775,0.9382981901669123,,0.5483005914983603,0.367665467808628,-0.21247677121979613,-0.24538909695847957,-0.5386050822556968,-0.24972252998183603
Uruguay,URY,2010,0.003161222339304531,0.35129562009935944,,0.9929435483870968,0.9802371352285006,0.12522884432413975,0.6312482760734315,0.427154550497676,-0.20470540913313764,-0.22685104940610648,0.6594481085161042,0.5160145261557275
Paraguay,PRY,2013,0.04320337197049525,0.3870609609564252,0.506152395557413,0.9899193548387096,0.9215274977768337,,0.7167856814490177,0.43052057958977163,-0.6503334743971608,-0.2064512159483891,0.27272609565443734,0.08940629987037774
Nigeria,NGA,2006,,0.42707739007030054,0.22809930941560802,0.4717741935483871,0.4295157524877589,0.6669922321178802,0.9067394035980263,0.4151662098530162,-0.8403466427330925,0.889367042203038,-2.3914347319915734,-0.7901274779307988
Nicaragua,NIC,2005,0.1738672286617492,0.3829854378249346,,0.7358870967741935,0.7637294588129029,,0.5950228324496613,0.40295069273808,-0.7155616131770758,-0.2113549289204484,-0.05927003071518497,-0.9804767030786163
Sudan,SDN,2012,,0.40833529237371213,,0.4022177419354839,0.4300761098919155,0.8399638738574816,0.3799534156731741,0.256620683024595,-0.942668865360289,0.030492398033437843,-0.8496665659755549,-1.0747285879185349
Bolivia,BOL,2011,0.07270811380400422,0.3926375555876157,,0.8820564516129031,0.8531094249834894,,0.6919458150724813,0.40928652953077393,-0.3556338785172172,-0.17301275476668979,-0.524838279208842,-0.5564614732809262
Barbados,BRB,2003,,0.36213447047802677,,1.0,0.9797636635175724,,0.7116828588065831,0.388467486635677,-0.04930607120254106,-0.25022937119758365,0.45169453526355746,0.4871134292550995
Germany,DEU,2020,0.002107481559536354,0.3460187705096584,0.9687604719172821,1.0,1.0,0.0,0.5729106009991112,0.3453624977073626,0.9578221962379134,0.3845798749397614,1.1544230919195684,1.3510014368818914
Bahrain,BHR,2013,,0.4522364699154087,0.896819133527039,1.0,0.9991818171395179,,0.7425602991204143,0.40989509412794256,2.150697392804709,-0.24266776370108814,1.0357028000528894,0.9953627280926346
France,FRA,2020,0.001053740779768177,0.3533656171415735,0.895200694726426,1.0,0.9999999763093648,0.0,0.4777958257991357,0.3223650683244571,0.4147309373827438,0.2654234863683114,1.283460854805836,1.2307429232292193
Malaysia,MYS,2005,,0.412148106828911,0.76935550240263,0.9868951612903226,0.9625911433072321,,0.5951913941585705,0.41016673816445903,0.8664443671006252,-0.05441248127834871,0.3953757955264226,-0.0035164579866924397
Tanzania,TZA,2009,,0.41817427899381465,0.156887854453424,0.10483870967741934,0.28634890177124867,,0.9769223696711513,0.40973343542245827,-1.2183981181249879,0.08188362242633443,-1.1833693208220595,-1.3174899954691932
Mauritius,MUS,2017,0.005268703898840885,0.3462751189609196,,0.9959677419354838,0.998681444715122,,0.5638542400931685,0.40058314557992986,0.20940963227947348,-0.24257819592940247,0.4118315790514931,0.4189785698032153
Spain,ESP,2021,0.0073761854583772385,0.34893354108410396,0.899656330729121,1.0,0.999082378205979,,0.5262649790064052,0.4194537102852443,0.5587809979737691,0.11105930554117562,1.3975135871633715,1.0788088929159019
Mexico,MEX,2009,,0.387771637967577,0.320130983203402,0.9828629032258064,0.9435239996831659,,0.5741058567531948,0.33023865441721556,0.3880715432897815,0.605427304187149,0.31095457353661426,0.2595014231520017
Samoa,WSM,2016,,0.36917953917269175,0.46290104957092504,0.9889112903225806,0.9174630469149645,0.0050097268857213165,0.4813202978945109,0.42839500781761947,-0.280365623148875,-0.2507062874182804,0.012294590082105502,-0.18827441995410396
Qatar,QAT,2007,,1.0,0.875672012662958,1.0,0.9988062228276244,,0.9536915014251124,0.4971485494239364,2.767887381396469,-0.24300927912055587,0.7789121018979074,1.5600418738191273
Zimbabwe,ZWE,2004,,0.3764013173777549,0.27655487755081803,0.35080645161290325,0.6395257116704531,0.26382263803400685,0.6500045971375157,0.3335912494527888,-0.7104916269591386,-0.15756685533495737,-2.8275351954510524,-1.56390232150481
"Korea, Rep.",KOR,2022,,0.33787587123051466,0.994474601606906,1.0,1.0,0.04508754197149185,0.6237242943393911,0.39147279319770656,1.3312528930446192,0.14344298674673797,1.3409034718326276,1.1107215961729064
Senegal,SEN,2023,,0.41576772392415123,,0.7399193548387097,,,0.4167918109657053,0.4027790630886475,-0.8127496256507882,-0.11382692873797343,-0.2516639476757834,-0.7523849799133084
Angola,AGO,2001,,0.44499984632891165,,0.1935483870967742,0.2898799886838585,,0.8316681479665327,0.4024255113966471,-0.6347393436989435,-0.12401484157814217,-2.715011491208573,-1.483177559199997
Seychelles,SYC,2005,,0.35756292733215467,,0.9546370967741935,0.9328213213900334,,,0.435419664209772,1.3546796523315952,-0.2516301541713525,0.14071352670765325,0.47261781800449404
Malawi,MWI,2011,,0.4317298793619616,0.23100082865566302,0.06854838709677419,0.5443430817679162,,0.7706181617579451,0.4074207388058121,-1.0162538680238526,-0.13536539708803486,-1.369391824802296,-1.2574567456442307
Channel Islands,CHI,2016,,0.35147668399256443,,1.0,,,0.5506911030065278,0.38185144271495236,,-0.25100966608133607,1.1724606286671062,1.4560789796219258
Cabo Verde,CPV,2006,,0.3783480768776061,,0.6854838709677419,0.769183498823446,0.6395405318967308,0.5142358025069722,0.42839423495661677,-0.44014325162764534,-0.2485066925573446,0.050750618427866316,-0.5726334019223098
Bhutan,BTN,2000,,0.4168233944345725,0.374802636643129,0.3064516129032258,0.7830927553529161,0.5771333621359231,0.7158815777375953,0.3965761144266099,-0.8018252093955045,-0.24769391250879302,-1.0300003083661822,-1.2501671132609362
Nigeria,NGA,2000,,0.4244501348865267,0.20719006448618402,0.4274193548387097,0.3167818979520865,0.7425145662818929,0.927303932084955,0.40799311084801565,-0.7332724328942635,0.7155703384100371,-2.702382440479639,-1.4671482325428316
Lebanon,LBN,2001,,0.3938401809178427,0.17852180762250502,0.9929435483870968,0.8136497602401422,,0.3216770357657298,0.3999073196108578,0.3081654446244874,-0.21855486518565362,0.3935553918177469,-0.20958075611761579
Samoa,WSM,2006,,0.3553511295798724,0.48442061366278605,0.9637096774193549,0.847391827472044,0.03907586970862627,0.4968126513224431,0.38816946841835376,-0.532099258137103,-0.25082720697324934,0.08249390809788959,-0.4680630250581378
Gabon,GAB,2022,,0.41154034316698157,,0.9344758064516129,0.8392449053856001,0.3884839804965321,0.4332189156884979,0.3943938980033494,-0.10801786639571923,-0.23365005961805999,-0.3620259225142129,0.2584230961333054
Gabon,GAB,2018,,0.42029019914517424,,0.8951612903225805,0.8234669655685314,0.44418893724054626,0.4309509945140825,0.37927290840631417,-0.057100751823455705,-0.2353227852337859,-0.43825532781498133,0.19650161910033226
Kazakhstan,KAZ,2019,0.001053740779768177,0.38745892811894617,,1.0,0.9437641339987362,,0.760412516473076,0.404446512897811,1.3240848128194058,-0.1051582295819975,0.3143678304903802,0.3326373827331417
Ukraine,UKR,2012,0.001053740779768177,0.33715210434594317,0.569365545493932,0.998991935483871,0.9256284866803994,0.01803501678859674,0.5084740568206196,0.3745599999659142,0.868798454856062,0.10161115387960093,0.02219303524802674,-0.21882202519377492
Sweden,SWE,2007,0.005268703898840885,0.36598003715839544,0.951633569831329,1.0,0.9947021711090029,,0.6223145055012411,0.39568139906640826,0.6874321419082762,-0.1822087443569524,1.1383280591294485,1.4285884330121055
Zambia,ZMB,2022,0.7555321390937829,0.42715009606554794,,0.47379032258064513,0.6095291117220794,0.4835201026312689,0.5584142940329153,0.4093355499906616,-1.0077979987491923,-0.09793381840243631,-0.6389548366964124,-0.8533727819547942
New Zealand,NZL,2013,,0.3667906216983672,0.87576741542511,1.0,0.9999999950081233,,0.6790738300285022,0.3913137933937723,0.9630869532740887,-0.21824715210409806,1.19577067615624,1.289708953387729
North Macedonia,MKD,2016,0.06006322444678609,0.33385611885964306,0.124241933658134,1.0,0.9699923902584957,0.00300583613143279,0.4650617548806275,0.39309187554806546,0.36247049290373146,-0.2376661663875714,0.5125642842723823,0.0013446850699894311
Timor-Leste,TLS,2004,,0.3835207917153641,,0.2983870967741935,0.4302299511575703,0.5620913565779317,0.7175825186184068,0.37626264421478106,-0.8857679434131666,-0.24514984624686842,-1.155039288105803,-1.5573062803753865
Peru,PER,2000,0.26870389884088514,0.3907517456920343,0.105644184317007,0.7227822580645161,0.7558820026338946,0.475053263416249,0.6541573446933708,0.39203440342558454,-0.5699893688723887,-0.048575106992684976,-0.12218773389626783,-0.6664784472971469
Uzbekistan,UZB,2017,,0.3948051791926272,0.742895636044879,1.0,0.9361904836936765,,0.5161512764718501,0.40372661805179355,0.2984013660438222,-0.008593948297246847,0.09580561021757515,-0.5914948843069762
Monaco,MCO,2002,,0.3412158047612267,1.0,1.0,1.0,0.0,,0.38056923696414807,,-0.2520163922127973,1.3835136836416262,1.7568549493879253
Sao Tome and Principe,STP,2002,,0.41597797310903284,0.15069983529542,0.5211693548387096,0.628656477197167,,0.016105305096693112,0.3966113084582911,-0.9777906241801527,-0.25111657918500435,-1.031820712074857,-1.4436349384721232
Namibia,NAM,2019,,0.4282291963879384,,0.5292338709677419,0.8135643825294205,,0.5492813141683777,0.36774453495613996,-0.3371282563722583,-0.23196724078045636,-0.8361273133922839,-0.10491448598481704
Lao PDR,LAO,2001,,0.39341285667841874,0.24395633311832998,0.4485887096774193,0.366988091490767,,0.5952067179502895,0.41304887643121396,-1.1750936083569332,-0.2099812628652448,-1.3662061183121148,-1.80490717578972
Ecuador,ECU,2006,0.1148577449947313,0.3955260337584715,0.404601154572982,0.9627016129032258,0.8359678195894658,0.5791244279893841,0.6873946489319316,0.40335443494087614,-0.13261827233541454,-0.1443933245786554,0.3544167120812329,-0.3435117726420063
Singapore,SGP,2018,,0.3577564139322562,1.0,1.0,1.0,0.0,0.6970792852983541,0.3972422688843762,1.1673721328881799,-0.20908379318031567,1.4111111148653708,1.5688652329456914
Ecuador,ECU,2020,0.08851422550052687,0.3792813114631822,0.418584793645654,0.9889112903225806,0.9429369565995931,,0.5644518679702105,0.3099610587023588,-0.1709659112312357,-0.11789720808074959,0.12618359710609206,-0.014060669179331119
Cyprus,CYP,2016,0.001053740779768177,0.3869182032992143,0.7665975408485031,1.0,0.9973038983530789,0.00300583613143279,0.6232339330043825,0.41870062699023786,0.6969445152686277,-0.2427908964132063,1.2104615560856993,0.9397232289026521
"Egypt, Arab Rep.",EGY,2004,0.04320337197049525,0.4059965330992748,0.547231046427893,0.9778225806451613,0.9799015853090327,0.31266537108449766,0.33684758956756256,0.4016423637935238,-0.17697061471035225,0.3563722451411444,-0.30536585708169983,-1.0922948360806164
Greece,GRC,2007,0.006322444678609062,0.3512541059934122,0.8202555279364999,1.0,0.9982015306948562,,0.4471942137362468,0.39761961551058633,1.1650810722558784,-0.16765565855635425,0.9721052204867059,1.0284566337672711
Guinea-Bissau,GNB,2010,0.79768177028451,0.42174336912226834,0.0708947218429387,0.05241935483870968,0.49809031344098437,0.753462923612486,0.6198626988261975,0.41204491266800214,-1.1617393527688968,-0.24026962030933033,-1.5810137559357764,-1.4089651464618695
Estonia,EST,2009,0.008429926238145416,0.3377161013600701,0.907270083181696,1.0,0.9858647992411316,,0.5772165864721566,0.2729430486384229,1.4318700495106007,-0.24204498587409037,0.4470741508505291,0.6119092888560766
Sint Maarten (Dutch part),SXM,2017,,0.4020575388662718,,1.0,0.942339480507266,,,0.3217149957681405,,-0.2519660486311402,0.5188219220209522,1.1541909808550104
Afghanistan,AFG,2011,,0.45521837163219675,,0.4274193548387097,0.403234164970434,,0.364553004995556,0.3764437827719939,-1.0067547601274573,-0.027520424074264343,-1.097355245587161,-1.4021683904679048
Portugal,PRT,2017,0.004214963119072708,0.3361696406650988,0.881767399752561,1.0,0.9901395215398776,,0.5476110208710042,0.39629875864734576,0.6212157704406107,-0.17338515483246464,1.197990680679019,0.849953758588162
Jamaica,JAM,2014,,0.3544623160743701,,0.9324596774193548,0.8803838912200277,,0.6046461736492076,0.37825489079697283,0.00306311306755467,-0.23087019639495435,0.16634625392873584,-0.07324727542428165
