Country Name,Country Code,Year,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population)_scaled,Population growth (annual %)_scaled,People using safely managed sanitation services (% of population)_scaled,Access to electricity (% of population)_scaled,People using at least basic drinking water services (% of population)_scaled,Population living in slums (% of urban population)_scaled,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)_scaled",GDP growth (annual %)_scaled,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)_scaled,"Population, total_scaled","Life expectancy at birth, total (years)_scaled",GDP per capita (current US$)_scaled
Afghanistan,AFG,2021,,0.4148213068958068,,0.9768145161290323,0.7502767267711199,,0.2733917680590885,0.2309516775257915,-1.164437368742754,0.05405780435486382,-1.192130013670058,-1.7374732436415061
Guinea,GIN,2003,,0.41138545184772746,,0.18245967741935482,0.41143724727809966,,0.6233411995464156,0.38209600457294174,-1.1618452997906874,-0.18433238734035923,-1.9689872963471577,-1.4454333841352696
Iceland,ISL,2019,0.001053740779768177,0.41006692538348144,,1.0,0.9999999810677975,,0.8042845321646386,0.3863069308319098,1.0823452810031553,-0.24950349394255886,1.3958485837712873,1.5835350849997925
Peru,PER,2010,0.11801896733403582,0.3632902695379737,0.29693512395600097,0.8800403225806451,0.844956289499408,0.38243483547656126,0.8604309050231387,0.43079130047128494,-0.3463332935296212,-0.029524434043882396,0.22653335154680596,-0.06104599599157127
Viet Nam,VNM,2008,0.18545837723919917,0.3988294514004966,0.367661758043524,0.9375,0.8432361074954806,0.2559101751961608,0.8044837414569861,0.4124326687399116,-0.3886008175268451,0.4000100755059025,0.29127145843656455,-0.9909532332332188
Thailand,THA,2014,0.002107481559536354,0.3595843350079931,0.239146539753013,0.9949596774193548,0.983546165511413,,0.7156670446535289,0.38028032652907806,0.3362029837216362,0.2854510805779014,0.6125727130177196,0.023819742729431163
Austria,AUT,2014,0.002107481559536354,0.36718973955668444,0.996654462844796,1.0,1.0,,0.5682215207330901,0.378708421191707,0.9563105662957349,-0.1868168285449698,1.2054831959433745,1.401425797888688
Paraguay,PRY,2017,0.02528977871443625,0.38658158284973515,0.528276855598966,0.9929435483870968,0.9799203538657957,,0.7347451653437125,0.40657803245975827,-0.45243569258615085,-0.20372332745736543,0.2907025822776041,0.06094730830143843
Guinea,GIN,2014,,0.41857529898294377,,0.32963709677419356,0.5283781153117963,0.4659506898594311,0.5098685218670507,0.39892352180925683,-1.1563519525539014,-0.16440521992265414,-1.5147965710327196,-1.2557336507028845
Estonia,EST,2017,0.005268703898840885,0.34720997016112876,0.904191356588623,1.0,0.9992516798136462,,0.6152962088939286,0.4122463888650516,1.67746609808394,-0.242176174784551,0.8189249084152679,0.8322949567355761
Tonga,TON,2009,0.037934668071654375,0.3487158366937454,0.36648769222095195,0.9193548387096774,0.9794495204425626,,0.5161666002635691,0.338254377004906,-0.5052790595185807,-0.251443720569977,0.0061507275653268035,-0.4111748767667763
"Gambia, The",GMB,2002,,0.4247614139625282,0.408531854449126,0.3094758064516129,0.6734563764514956,0.5522501488890831,0.38029053909099264,0.3511720742189702,-1.1625676621432246,-0.24050438344277733,-1.4971614101049302,-1.7030116977478966
Jordan,JOR,2016,,0.4864296076343926,0.8153004189640821,1.0,0.9867501439986601,0.2344552182517576,0.24279015599619969,0.38722120887992356,-0.012073796542053053,-0.1756360888128755,0.5296305690412104,-0.21319064851616507
Germany,DEU,2002,0.0,0.3486335023855964,0.959070869668755,1.0,0.9999999815976404,0.0,0.5317202488583774,0.3719435363516619,1.257502490502133,0.3794308308174181,0.8344649400746835,0.9591475322355146
Guatemala,GTM,2007,,0.40727271358491507,,0.8054435483870968,0.8669172323133985,,0.5930767109013453,0.41707921350636556,-0.6547811960894167,-0.1477175861705506,-0.18157840489179203,-0.518529076648492
West Bank and Gaza,PSE,2007,0.030558482613277132,0.42084587777623117,0.471356473043548,0.9879032258064515,0.9195305884245151,,0.25785344325599924,0.3995540739577338,,-0.22550388763081086,0.13301011101362234,-0.7650799688890871
Italy,ITA,2024,,0.3431653386887842,,,,,0.4077048024763247,0.3785021530859913,,0.19944929472431072,,1.2475581427777709
Mozambique,MOZ,2011,,0.4278308025373512,,0.19556451612903225,0.27424157060710513,,0.8970087958564466,0.4225533491760841,-1.181146589760702,-0.07116073562558421,-1.7250531993846945,-1.390338802088481
Chad,TCD,2018,0.44151738672286617,0.44517683987361434,0.10240355168988201,0.09375,0.38276666699988965,0.8215952092582959,0.5651874099727235,0.41297809311076045,-1.217732230256912,-0.12853823612978205,-2.098918611053843,-1.12002710361905
Tunisia,TUN,2013,,0.37952327272868674,0.7092911928065161,0.996975806451613,0.9152348556038097,,0.37826779858408166,0.39021660789132795,-0.00874923196225863,-0.16694432381145521,0.42996346599124974,-0.1552202205012745
Australia,AUS,2013,,0.39561367829859895,0.94895621883512,1.0,0.9988881804120939,,0.6425878819455085,0.3914007606758553,1.7632416058329727,-0.07514985566224507,1.280408348587019,1.5811158253739093
Samoa,WSM,2010,,0.3673054337919103,0.491653524016525,0.9637096774193549,0.8594572637092339,0.025549607117178713,0.4891047840877746,0.4156150342083075,-0.4385873059315225,-0.2507865124504434,0.06326589392500757,-0.291095747599348
Andorra,AND,2001,,0.351228801343744,0.339039315028705,1.0,1.0,,,0.4293264157629833,,-0.2517603858339112,1.281912401651197,0.908165342059917
Japan,JPN,2007,,0.3470235713366496,0.973978123101232,1.0,0.9829774502435458,,0.5716387262864322,0.38371395372842204,1.2175450873032212,0.727964830191834,1.321173181636463,1.1735197554759422
San Marino,SMR,2005,,0.3822205369269694,0.901925,1.0,1.0,,,0.39018344730732385,,-0.252036195757392,1.2550614469482388,1.4989559424496053
Moldova,MDA,2021,0.002107481559536354,0.29806755750831454,,1.0,0.8964584952817236,,0.7572864629623954,0.46926947234126654,0.3001014405819516,-0.23238601759258282,-0.21662117628378852,-0.0363105612264815
Sweden,SWE,2023,0.008429926238145416,0.35784757663991595,,1.0,,,0.6426185295289465,0.3727282054974108,0.21586800395984374,-0.1715753283432359,1.4124986176921037,1.4517372455086488
Nepal,NPL,2004,,0.38191602875242436,0.16108381518622503,0.36693548387096775,0.7803640945331849,0.6064401642228551,0.2799043795396733,0.4057017497349913,-1.2438266599786922,-0.053029564379421065,-0.6998245857052356,-1.890567203866251
Guinea,GIN,2018,0.1232876712328767,0.4205011327745384,,0.44556451612903225,0.5873402045511162,0.4826667457535551,0.4671917619295718,0.4172220112521897,-1.1145247137192553,-0.15497173329893665,-1.3484571821525326,-1.13034833674092
Belgium,BEL,2022,0.0,0.36799512803667866,0.9489700616468301,1.0,1.0,0.0,0.48245425848171863,0.40279232948033816,0.9524692684406869,-0.16281782721389584,1.234898255870141,1.3953282295470528
Qatar,QAT,2016,,0.5099186569386104,0.946800917479358,1.0,0.9994108872159968,0.0,0.9866070060375736,0.39457659419114094,2.758545966610143,-0.23329498956830128,1.280205773174314,1.5133130488016018
Iraq,IRQ,2014,,0.4503636113964003,0.397830175385197,0.9919354838709677,0.9182960098823802,0.44792489096830407,0.3040087039136964,0.3890738348478312,0.31520896015645594,0.02763505899414342,-0.13834381681075889,0.07084504915494551
Sri Lanka,LKA,2012,0.06743940990516333,0.3665570871010394,,0.8689516129032258,0.8316625062326239,0.5304720645605507,0.45173005608507766,0.4328516276364059,-0.7029780953869837,-0.09014932530446068,0.48833015990064416,-0.32733831102411015
Cameroon,CMR,2008,,0.43014293081117666,,0.5020161290322581,0.5316651229748295,0.5238870791528832,0.8722608722302245,0.3930882507936682,-1.0131730358996986,-0.11002487025731172,-1.681477285608284,-0.8340243151353547
Dominica,DMA,2002,,0.3470450733323895,,0.876008064516129,0.9271489085561859,,,0.3522896662387457,-0.7647632563417872,-0.2517411260061248,0.11742290425809335,-0.011247032708365058
Aruba,ABW,2019,,0.3517304667201033,,1.0,,,,0.35816689186827644,0.5766155097997202,-0.2514284046035465,0.5829911527517503,1.0848683263210943
Faroe Islands,FRO,2011,,0.3364516204242809,,1.0,1.0,,,0.3980285804256507,-1.3146177378957273,-0.25189293786538414,1.1372180568680572,1.4051589825764281
Brazil,BRA,2024,,0.35581318574985715,,,,,0.6070213613656562,0.39685656531508123,,1.3712168343483717,,0.38538001776194664
American Samoa,ASM,2022,,0.2887909069890988,0.369941525462553,,,,,0.38543967678912866,-1.3555643510995747,-0.2518944771200104,0.21128747048665195,0.7399739165832674
Dominica,DMA,2014,,0.37196557663987645,,0.9566532258064516,0.9436857647362775,,,0.38956553553229695,-0.643588863794741,-0.25172576409179503,0.03345678319545274,0.23722137127466517
Guinea-Bissau,GNB,2020,,0.4127900334162125,0.145990344949132,0.3286290322580645,0.5270360046594178,0.609286691039322,0.598899751754574,0.38814188775728714,-1.1930240666888623,-0.23684720634656511,-1.0867741490304863,-1.1996316587477556
Nauru,NRU,2016,,0.3971966934892514,,0.996975806451613,0.9631489349525695,0.005510699574293449,,0.4035064118109503,-1.3577731445842158,-0.25217929283175233,-1.1262541544623779,0.28166892085728945
Palau,PLW,2000,,0.38755923494923034,,0.9788306451612904,0.9920863109966269,0.02154182560860166,,0.3556134278709259,3.682362744522466,-0.2521178145425002,-0.7276995174943236,0.2106783100087461
Maldives,MDV,2006,,0.4159444950295465,,0.9163306451612904,0.9507432828212148,0.4161580123968697,0.45833461031597644,0.5359503177939262,0.030505137958670134,-0.24986121365451006,0.49618065089430585,-0.06770495226874164
Turkiye,TUR,2017,0.011591148577449948,0.38277537236239106,0.685084839755938,1.0,0.9578085366143074,,0.45574488951546166,0.42508260683250854,0.6253226644556453,0.362768613911606,0.6988143387162037,0.4104027687996637
Saudi Arabia,SAU,2017,,0.3458097195100706,0.797488879515527,1.0,0.9836123882634624,,0.550108798921205,0.3816387289288089,1.8694526967489224,-0.01504061470146628,0.8904118290542578,0.9193021280021418
Finland,FIN,2024,,0.37228738657073374,,,,,0.5690796530693554,0.37245287711544933,,-0.20909498915177638,,1.4240899747312012
Colombia,COL,2002,0.22339304531085352,0.3900708679123848,0.156150384744723,0.9485887096774194,0.9086668130719278,0.19870961458768346,0.6666615587360936,0.3907256331279571,-0.38606713547860766,0.0565410432561096,0.07305056385913769,-0.5262546881411233
Kenya,KEN,2019,,0.402954457707874,0.305611130416867,0.6945564516129032,0.5186875914729812,,0.6851573753409541,0.40866831518395197,-1.0141642233309036,0.13984571039523552,-0.9051888790901454,-0.6616283480438636
Samoa,WSM,2004,,0.35687911922234855,0.479765655511515,0.9042338709677419,0.8412453554348012,0.04558851466006398,0.5023598639247294,0.3947351688451943,-0.5491968138842336,-0.2508383876287436,0.06975108213716287,-0.5918824856888182
"Bahamas, The",BHS,2023,,0.3579863084261161,,1.0,,,0.7521989641116795,0.39447061640784875,0.40755323544134264,-0.2492057745290992,0.4160828877126021,1.2154233055337933
Lao PDR,LAO,2002,0.4541622760800843,0.3921389427724114,0.267666731015375,0.45866935483870963,0.3959969248127327,0.5109921423435743,0.5937509577369824,0.41419912862176855,-1.1577903729077927,-0.2092965855599181,-1.3189893971183544,-1.8187576935926666
Niger,NER,2017,,0.4512424306050229,0.06953301283907319,0.16935483870967744,0.34354360329384087,,0.7674614606638266,0.4079204240772349,-1.263241848780148,-0.08811239366500022,-1.2937312956604872,-1.4972623252475696
Hungary,HUN,2008,0.001053740779768177,0.3382506542915351,0.71724319882274,1.0,0.9996059585411421,0.10420231922300338,0.445278739771369,0.38034197517117685,0.6849599350152537,-0.17539240412898274,0.3194238907910056,0.6554814220893781
United States,USA,2005,0.01053740779768177,0.3714300391812624,0.9680340236946801,1.0,0.9864356005815211,,0.6429556529467652,0.39745931217126396,1.8926528105553264,2.0107964756279815,0.7501047682092575,1.3060010458231406
Cambodia,KHM,2000,,0.39165138417544104,,0.15927419354838712,0.4084913738822176,0.8496496798183353,0.8786355695853381,0.44221004867894687,-1.1986181297833673,-0.15682831943367775,-1.2974858783096297,-1.8537335997175568
Eritrea,ERI,2005,,0.415942341797655,,0.3397177419354839,0.3664897886925445,,0.8670201354623188,0.3912100461416445,-1.1390761532441134,-0.23188513954240556,-1.1681234397619054,-1.645110233345622
"Egypt, Arab Rep.",EGY,2015,0.012644889357218124,0.40704164341845894,0.630331802497845,0.9929435483870968,0.98390770499313,,0.36603941279230123,0.403566756549057,-0.04857313852083046,0.5104500939758616,-0.08646231111351817,-0.33129871854094706
Kuwait,KWT,2014,,0.47684977342384427,1.0,1.0,1.0,0.0,0.747096141469245,0.3769563169746594,2.120537505886283,-0.2241914624673797,0.9312959873467994,1.3095059320711433
Italy,ITA,2003,0.009483667017913594,0.3598956199769644,0.7892548466024409,1.0,0.995501556522493,,0.39126237396181307,0.3739704673876503,1.035295693827214,0.18729730829699148,1.0339878465590457,1.0089787548454405
Comoros,COM,2011,,0.4040102852029942,,0.690524193548387,0.7859983367000132,,0.3132642741119862,0.4139888422961876,-1.1516346853135542,-0.24714871770974906,-0.8863021906126416,-0.8176063210724831
Serbia,SRB,2002,0.004214963119072708,0.3421756289034857,0.29145598796308503,1.0,0.8683811511664323,0.006512644951437711,0.48274541052438,0.4184769251340683,,-0.19482956783267624,0.15819606232449632,-0.5362677088647968
Botswana,BWA,2016,,0.38649458638354395,,0.6391129032258065,0.8706050636248484,0.41792534384761454,0.6032976799779336,0.42303705588405754,0.12953825881621953,-0.23515080224673762,-0.7480652839851266,0.11945017730279167
Nigeria,NGA,2013,,0.42566900169555394,0.26353254079259797,0.5524193548387096,0.5686494603518841,,0.8896686996230345,0.4193725350851326,-0.8260643995692315,1.1342089162814863,-2.1694592547650036,-0.4202246804460136
Cyprus,CYP,2021,0.0,0.37833524714058464,0.7682902186417979,1.0,0.997111729291607,,0.6648227037298107,0.4517967592988902,0.5995181956513621,-0.24217674913329215,1.1011235583333996,1.1363249066082726
American Samoa,ASM,2018,,0.303524980033932,0.37037401503185,,0.9907123761071777,,,0.3918745604032823,-1.355675575398327,-0.25187482673508005,0.21606603022192428,0.5115493823096149
Latvia,LVA,2014,0.011591148577449948,0.315059007725802,0.7730085075275019,1.0,0.9812659551096989,0.010520426460014765,0.5538478041006466,0.38791397538092937,0.3183766921587217,-0.2369963302537159,0.3674314885959931,0.6319218589390827
Hungary,HUN,2015,0.01053740779768177,0.33267334990431024,0.8292682725562319,1.0,0.9996375468108853,,0.5074013914002881,0.39867098748387425,0.5306354384569792,-0.17723363600737724,0.5317118232813194,0.5230680138229283
Israel,ISR,2022,,0.40303169855028814,0.96252787006842,1.0,1.0,,0.6381899537221489,0.4165673990977799,0.8067498531590741,-0.17907350476475942,1.343123476355397,1.4446752393670668
Zimbabwe,ZWE,2014,,0.38504231636925573,0.311016939308895,0.31754032258064513,0.5751737744854029,0.23399702863078953,0.6614208219681879,0.3898526557649077,-0.6792161049626986,-0.14346496258943592,-1.455064574341818,-0.8869405572813129
Niger,NER,2014,0.6354056902002106,0.45515114592766664,0.0629958920740963,0.1502016129032258,0.3284936852833447,0.7058101008918917,0.7734530632259644,0.4191718194267482,-1.2418116293744892,-0.10510957075664774,-1.3882785132798006,-1.4467438828912784
Armenia,ARM,2023,0.020021074815595362,0.33855114839522094,,1.0,,,0.5967390971221919,0.4305681726364719,0.013183496818798678,-0.2295641196996086,0.7476072631211352,0.23671801268432818
Turkmenistan,TKM,2018,,0.4117911265233709,,1.0,0.9919461734673924,0.08773664947862769,0.3796622636305126,0.41613251816510205,1.1787898157698793,-0.20129678826384545,-0.18465033615018137,0.05814583324061453
Guinea-Bissau,GNB,2000,,0.40426275430741426,,,0.4502995823442754,,0.6275399184774281,0.38107641362843064,-1.1953001027243664,-0.2428090534914097,-2.313043597286752,-1.8115716586910813
"Egypt, Arab Rep.",EGY,2002,,0.40718678820223453,0.539948514125657,0.9747983870967741,0.979147867180562,0.36787416447774995,0.3079928897606423,0.3899435201081049,-0.21922772267428994,0.33157335214727013,-0.34689381668585,-1.016984297853812
Comoros,COM,2015,,0.4074048899532557,,0.7389112903225806,0.7556743257422631,,0.3409083943731036,0.3872066621274652,-1.1333200561188623,-0.24669976078577124,-0.7306576735209203,-0.9069730182494822
Northern Mariana Islands,MNP,2014,,0.31010684462941557,,1.0,0.9971848596471447,,,0.40222992296511845,-1.3577731445842158,-0.25186510109639665,0.7374979175255484,0.6627675132272266
Chile,CHL,2021,,0.35690315387904925,0.952920244547787,1.0,1.0,,0.5280731864292499,0.45129310083704205,0.47947993717981463,-0.10326840014211897,0.908046989982048,0.6730440528028379
Tuvalu,TUV,2011,,0.39049272379806527,0.43095030787952504,0.969758064516129,0.988266961864227,,,0.42038197517780673,-1.3577731445842158,-0.252182126285542,-0.6752491356381225,-0.27135797486060653
West Bank and Gaza,PSE,2015,,0.41283631863970344,0.5922830383380641,0.998991935483871,0.9554814868353225,,0.3198994759263232,0.399093632618931,,-0.21956438648098844,0.41892726850740597,-0.3379878224931311
St. Lucia,LCA,2000,,0.38027277653218533,,0.8588709677419355,0.8816969637361922,0.048594350791496765,0.6274632995188327,0.37384807190816194,-0.8498074897217516,-0.25105000067893085,-0.01319106183934634,0.03229832227028014
Belarus,BLR,2024,,0.32881656132660025,,,,,0.6117564130068343,0.40107715234838,,-0.18231886615558782,,0.2514290064731937
Greenland,GRL,2006,,0.3350343764204018,,1.0,1.0,,,0.4117034873641644,1.3144457510990448,-0.2518298973475561,-0.25922028807017383,1.1678171756258278
Lesotho,LSO,2011,,0.37033862047625143,0.305715516927839,0.21875,0.6284164639904859,,0.6636580955591651,0.4052467564358882,-1.099989746416055,-0.23684143222722082,-2.7266165648513763,-0.9305109301374045
Turkmenistan,TKM,2009,,0.4032646826867641,,0.996975806451613,0.9191269692904527,,0.4150448987097367,0.4154451072590354,1.2073021203287215,-0.21051647931215928,-0.31173727006206237,-0.25898665232668056
United Arab Emirates,ARE,2016,,0.4926980675026116,0.9845206810030661,1.0,0.9994057348030938,0.0025048634428606583,0.8483557571485487,0.41174332880014425,2.072127018350079,-0.18383987180785302,1.2856669843003379,1.264613336710039
Guatemala,GTM,2009,,0.40382091462438785,,0.8296370967741935,0.8759525555759469,,0.5794691838548529,0.3767912237362181,-0.6955976626536344,-0.1434017689119436,-0.13868514250613548,-0.48043405222520646
United Kingdom,GBR,2003,0.002107481559536354,0.3576334993737039,0.977730982544929,1.0,0.999999956190845,,0.5865487756290416,0.3951825798143378,1.1448853390479021,0.20451546415229852,0.8591624903905485,1.1494633932582665
Kazakhstan,KAZ,2020,0.0,0.3861682986982543,,1.0,0.9438617416641091,0.007953041625620305,0.7374574764779795,0.3563276660133011,1.3449320448758597,-0.10307095436087993,0.03413943458620593,0.28579861932469997
Bulgaria,BGR,2019,0.01685985247629083,0.300841887770518,0.7044421013831089,0.9919354838709677,0.9894841832947074,,0.5126880995433509,0.39955798425966366,0.8290892040597923,-0.20159390269663108,0.47981921756145574,0.3910399766272715
St. Kitts and Nevis,KNA,2005,,0.35150548017792627,,0.9647177419354839,0.9817036925101623,,,0.4404175555031458,-0.46417768257642494,-0.25190906557803544,0.029133324387349748,0.471635837666696
Bermuda,BMU,2000,,0.3645574627362474,,1.0,0.9999279726903711,0.00013385990238647358,,0.43756022886945267,-0.03660815059499406,-0.25179333047770325,0.8369374701119269,1.4627398385954313
Zambia,ZMB,2007,,0.4502633934966537,,0.17842741935483872,0.4414736990488726,,0.5565294676514756,0.43092862572783264,-1.1846942538697667,-0.15604146931629306,-1.9529449886644588,-1.0159094197535883
Bulgaria,BGR,2006,0.08429926238145416,0.32057183417039525,0.5783120975442541,0.9112903225806451,0.9947685254918344,0.0010019453771442633,0.44321002788930086,0.420274788172896,0.8793223072177051,-0.19405618044978398,0.19538113808097118,-0.13342617360372636
Virgin Islands (U.S.),VIR,2005,,0.34318490073961244,,1.0,0.9842386977208695,,0.6042630788562321,0.39747140431223277,-1.3558038221977644,-0.25143414809095793,0.7426122529448906,1.256956766447818
Marshall Islands,MHL,2014,,0.29025640381812357,,0.9143145161290323,0.8386626222932059,0.007514590328581975,,0.3648544370906107,-1.3556287813028676,-0.2518833424124154,-0.6581828508692927,-0.25435841178666024
Equatorial Guinea,GNQ,2009,,0.48293923487609536,,0.6512096774193549,0.4993930374412509,,0.5501547702963621,0.38274736210513355,0.525467068858297,-0.24356771457257903,-1.4806640014950618,0.5449110117364362
Senegal,SEN,2013,,0.4331944796321745,0.18239001351505,0.5665322580645161,0.6984928841879265,,0.35848478347482293,0.3900959967064208,-0.8743914080767913,-0.14726722783564442,-0.5981095284830138,-0.8834445559939383
Mali,MLI,2022,,0.4345849989298571,0.15919642675929,0.5262096774193549,0.7989301606801187,0.9267691149135161,0.7085414815041831,0.39762932880315227,-1.0800739910705865,-0.07557478949287659,-1.2355921522146767,-1.10616116880099
Thailand,THA,2023,0.0,0.34216002976128623,,1.0,,,0.6712893438352383,0.3873832326263548,0.3241254342822657,0.2968313643786357,0.6277048188460825,0.1598904350121083
Samoa,WSM,2013,0.04741833508956796,0.37067457420736977,0.48001145477924,0.969758064516129,0.8783891264559744,,0.4887829844616751,0.37425051541695625,-0.41947938999115764,-0.2507463463284794,0.0380077924671412,-0.20738375358420463
Bulgaria,BGR,2007,0.026343519494204423,0.3213046181553257,0.584210110964733,0.9163306451612904,0.9943107247898637,,0.466701400594563,0.41925603424202335,0.9470047285740838,-0.19448260758714248,0.20120864995325222,0.033265788449196795
Slovenia,SVN,2015,0.0,0.3458220656677213,0.7924367515886379,1.0,0.9938512769470362,,0.5286708143062918,0.38996484492129474,0.8554279086116281,-0.23646219358243473,1.124175530296764,0.8276026534983177
Mozambique,MOZ,2002,0.923076923076923,0.4114174762745227,,0.07661290322580647,0.08115881525041618,0.8675026431319048,0.95937662815287,0.43997544396276267,-1.2512304627228605,-0.10708204515138535,-2.277318174504003,-1.8176813035515325
Montenegro,MNE,2006,0.004214963119072708,0.3473076554466384,0.239493293165616,0.9899193548387096,0.9407996923649042,0.17333655024595757,0.38341659260167327,0.43239956240793176,,-0.24755482821763747,0.3349639224504211,-0.14719066096077218
Palau,PLW,2001,,0.3708699545955766,,0.9798387096774194,0.9921614711367643,,,0.4181977464154107,3.7870614973557184,-0.25211648205342074,-0.6934531727248731,0.24555044028437711
Ireland,IRL,2010,0.0073761854583772385,0.36003067088876145,0.6948232494493379,1.0,0.9576181047313712,0.07514590328581974,0.6053970394434397,0.3850819234581115,1.1006281889927014,-0.2173430888956206,1.1205680229472523,1.368103408418514
Ukraine,UKR,2018,0.002107481559536354,0.32838724478831866,0.7198588907273531,1.0,0.9197755594128463,0.011021399148586897,0.5090716846976615,0.3974923932239634,0.526649354198492,0.09394437164162706,0.30424183486087514,-0.3805353527845416
"Congo, Rep.",COG,2008,,0.4430378785854544,,0.36290322580645157,0.5544683086517905,0.7236696770449506,0.6845444236721934,0.4168637597586825,-0.5763228634401079,-0.2207634352029177,-1.14969185221157,-0.4292391063098282
New Caledonia,NCL,2003,,0.4008620606626086,,1.0,0.9426733582652156,,0.6501271874712677,,1.305770199807404,-0.2504522031931813,0.4101665756594073,0.8297617115227407
Togo,TGO,2007,,0.4316729759740782,0.041361422496423196,0.29435483870967744,0.43514188702906026,,0.5383248030892762,0.3654350487036372,-1.1657860238607425,-0.20487444486235037,-1.6512130739515605,-1.4012397903363374
Armenia,ARM,2019,0.02528977871443625,0.33691745465756684,0.10862765632541602,1.0,0.9991166981875832,,0.614254191057035,0.42575628793883485,-0.12508887218091855,-0.22957790406939607,0.6060819747942594,-0.12316111414739142
Sudan,SDN,2015,,0.4357186107068171,,0.47580645161290325,0.4718786628527986,,0.3298292929602501,0.38664375550398905,-0.8971485362459632,0.05424174145371114,-0.7418076462365552,-0.9247945831663212
Slovak Republic,SVK,2008,0.005268703898840885,0.34614165347909587,0.836626654908313,1.0,0.9748803856080781,0.0005009726885721316,0.5529437003892241,0.41038147230575217,0.9482074947615611,-0.21107060331963226,0.43347662314854113,0.7649677410334116
Palau,PLW,2014,,0.3550103465183648,,0.997983870967742,0.9939883599144737,0.006512644951437711,,0.40630252165916025,3.2217587806508208,-0.25212901817194416,-0.208543134826543,0.5680514350791219
Vanuatu,VUT,2012,,0.41001677954193827,,0.4344758064516129,0.8414816022759126,0.04158073315148693,0.6135186490545219,0.3804561584551351,-0.8597798231893914,-0.25035873750803905,-0.11342704104826912,-0.3918438991911745
Tajikistan,TJK,2001,,0.402011088534576,,0.9858870967741935,0.480741042135757,,0.3315455576327806,0.4393727954933466,-0.9770352331852121,-0.20319709382476245,-0.7620596374955654,-2.208458180353633
Ireland,IRL,2016,0.003161222339304531,0.3823911612749995,0.790095490331652,1.0,0.9526110261993372,0.08316146630297386,0.5980569432100278,0.3819175333721685,1.025637372642231,-0.21579183420965511,1.2240757338216168,1.5429343136978408
Lesotho,LSO,2006,,0.3311107882884207,0.20271412672630898,0.08971774193548387,0.604815461296639,0.5457232763132899,0.7067639216647765,0.4025911548343581,-1.1494744385688658,-0.2373694195379801,-3.1530461336085187,-1.135651044531335
Slovak Republic,SVK,2000,,0.33945224227182713,0.8473611228578269,1.0,0.9751701276732054,0.0005009726885721316,0.5604063869563883,0.3789381929999292,0.9588454003778394,-0.21099795203286908,0.24533123984339758,-0.018936854061281518
Guam,GUM,2011,,0.3439289549749717,,1.0,0.9959492212527075,,0.6054276870268779,0.3740467771108052,-1.35584946587324,-0.2509892958459835,0.5982370338119043,1.0606312214856253
Papua New Guinea,PNG,2015,,0.4205701855386334,,0.17741935483870966,0.2986614633659111,,0.40782739281007685,0.418733385708633,-0.8012466243543509,-0.18530904822971736,-0.7306576735209203,-0.5119397688847147
Slovak Republic,SVK,2021,0.003161222339304531,0.33712346629982454,0.824889277960519,1.0,0.997386281545644,,0.5686659106929418,0.4126926577844388,0.8271448733830753,-0.2105497532492296,0.42320910223071184,0.8699715124693456
New Caledonia,NCL,2011,,0.4003819806891661,,1.0,0.9656304683405885,,0.6305280578626374,,1.4707205257213518,-0.25022349752445755,0.6166686213622388,1.2253322301246958
"Macao SAR, China",MAC,2021,,0.3307209038741085,0.671150840157222,1.0,1.0,,0.7100891844678048,0.5353015328810325,0.38536008674275346,-0.24703810580018784,1.4602287149317494,1.3236965897761175
Northern Mariana Islands,MNP,2009,,0.24537004929718986,,1.0,0.9843276264434804,,,0.25271251597528743,-1.3577731445842158,-0.25184100142321825,0.7973436894482435,0.597009832611344
Guyana,GUY,2006,,0.3357931164500826,0.524098186924029,0.7318548387096775,0.8832496626604804,0.23716818574945114,0.5095926936161083,0.4087745237218662,-0.27321679461984993,-0.2464525304556498,-0.6879919615988476,-0.3649191099103125
"Gambia, The",GMB,2007,,0.4313222827407914,0.36906696557592,0.39314516129032256,0.7124161468457637,,0.3811180238438199,0.3944326337647487,-1.14650171122559,-0.23874241169066077,-1.239460510095611,-1.2899885198582781
Greece,GRC,2021,0.0073761854583772385,0.3067382516386502,0.92076235052132,1.0,0.9999999413643788,,0.41740476263446613,0.4330050338184072,0.579955640753787,-0.17132586953999884,1.045365369738266,0.8263013477106901
Ireland,IRL,2006,0.005268703898840885,0.4251037878584685,0.631687669469685,1.0,0.9608891543418328,0.06913423102295417,0.6589077201262679,0.40780008584571087,1.3122786127669968,-0.21953759119771823,0.9496276746936197,1.4374986226119841
Paraguay,PRY,2022,0.03371970495258166,0.3778751378752192,0.551931316754758,1.0,0.9950612572308604,0.15129375194878375,0.7277115449446809,0.37472307748031886,-0.5102646862732635,-0.2004931595052361,0.16202279512063286,0.06640412873759301
"Yemen, Rep.",YEM,2008,,0.44072295055914684,0.21616120115207502,0.5806451612903225,0.36457855269720413,0.5342978927886385,0.26626620490974284,0.3985868022967682,-0.6140334243900207,-0.0599578566640146,-0.48763377841279476,-1.0430663639310744
Armenia,ARM,2018,0.030558482613277132,0.33296956668411104,0.109266694870594,0.998991935483871,0.9989526079356761,0.0841105089642049,0.5959422599528026,0.40925839757948773,-0.181942644551727,-0.2295281271784969,0.5375393351536004,-0.1808624028058859
