life_expectancy
77.903
77.0341463414634
72.122
72.142
61.735
44.632
75.735
70.878
79.0
76.8634146341463
81.3975609756098
74.4248780487805
80.790243902439
70.365
73.63
83.090243902439
73.993
76.4756097560976
78.4926829268293
61.93
77.995
70.66
70.89493966130905
65.278
72.4321951219512
71.832
83.5439024390244
60.883
56.46
82.596
55.886
79.9414634146342
82.2756097560976
47.627
63.323
65.54
74.087
79.2292682926829
78.593
73.034
65.576
80.236
48.9
64.844
65.733
70.89493966130905
56.297
77.331
75.066
68.156
80.7804878048781
75.0
54.245
71.377
75.3878048780488
81.863
76.1878048780488
72.562
59.477
72.836
74.869
70.89493966130905
72.522
74.314
72.780487804878
70.89493966130905
84.1
80.999
31.53
82.3073170731707
70.89493966130905
76.396
69.323
75.958
66.583
68.968
68.874
81.2560975609756
79.77
63.097
82.3829268292683
76.371
82.6487804878049
57.733
79.1682926829268
73.9853658536585
76.941
74.961
69.355
68.817
78.1439024390244
63.956
69.269
80.506
82.644
59.694
69.326
74.096
76.075
77.9
60.357
70.89493966130905
53.699
53.072
82.7
79.490243902439
70.298
75.990243902439
61.737
62.941
70.524
77.5878048780488
69.487
62.297
72.971
71.3490243902439
74.835
70.89493966130905
82.147
53.965
70.89493966130905
70.975
77.9878048780488
68.989
74.841
79.238
67.886
66.03
77.817
67.536
59.116
77.583
54.061
78.377
71.951
72.975
79.5682926829268
65.859
78.5975609756098
71.284
64.108
64.2
80.331756097561
70.884
64.912
53.455
82.4073170731707
82.1
63.215
60.602
60.893
59.705
77.659
66.473
66.997
64.3
81.1756097560976
83.4292682926829
83.859
81.0780487804878
70.89493966130905
73.9048780487805
74.821
70.89493966130905
78.690243902439
81.6268292682927
80.9365853658537
68.385
63.71
71.461
67.788
71.4
70.5536585365854
68.761
81.592
53.799
82.714
71.413
81.3221951219512
65.641
70.553
51.428
74.8365853658537
63.773
46.734
64.309
64.317
65.799
71.803
81.8414634146342
76.508
67.664
70.89493966130905
71.111
75.8170731707317
63.364
72.6609756097561
60.777
64.753
74.753
55.916
43.66
80.559
72.188
70.89493966130905
43.611
77.7243902439024
76.449
73.509
72.882
54.746
58.331
71.584
50.747
49.601
62.36
71.054
63.041
61.481
66.919
79.9365853658537
78.214
71.361
77.7219512195122
77.652
72.884
69.981
72.6634146341463
63.69
72.09
78.358
50.721
74.4804878048781
71.761
55.511
82.5731707317073
70.89493966130905
66.6
72.8243902439025
65.124
82.1487804878049
81.3585365853659
80.8926829268293
76.7707317073171
68.543
76.429
67.332
81.8975609756097
70.89493966130905
75.004
80.1512195121951
73.972
75.6780487804878
76.527
81.128
71.474
67.638
77.1560975609756
55.233
80.991
62.642
63.051
59.13
54.462
74.707
70.89493966130905
63.286
81.2560975609756
74.585
71.698
69.82
59.764
81.464
81.7292682926829
58.559
71.8385365853659
71.225
70.89493966130905
59.784
70.244
71.879
49.21
65.356
53.922
80.4707317073171
71.6634146341463
72.708
74.82
59.059
59.476
60.044
80.1126829268293
65.874
61.695
56.836
76.2209756097561
68.827
77.503
60.664
83.5073170731707
75.599
72.8268292682927
82.605
82.6609756097561
66.924
60.242
67.462
63.056
72.3
72.1224390243902
75.486
67.733
78.874
70.241
68.301
62.363
65.4836585365854
46.174
73.241
82.8951219512195
75.994
81.9951219512195
77.6341463414634
85.708
73.5801951219512
75.049
70.89493966130905
72.743
71.737
79.984
71.1834146341463
76.493
79.7151219512195
49.616
76.3146341463415
69.62
59.896
62.706
59.524
71.7609756097561
72.751
72.357
71.132
70.652
71.181
69.493
62.443
75.7056097560976
72.587
79.4073170731707
78.8780487804878
72.147
76.275
65.356
75.787
80.0829268292683
81.0878048780488
69.914
81.4926829268293
82.1756097560976
56.566
75.012
78.7414634146342
81.886
80.0487804878049
65.617
74.992
74.529
75.951
80.2292682926829
74.261
74.506
71.404
72.319
75.269
66.196
58.093
55.3
77.102
60.263
74.041
77.824
82.1146341463415
75.486
82.331
83.5512195121951
74.6292682926829
71.674
82.0243902439024
80.375
48.36
75.291
80.9463414634146
73.751
49.172
76.378
70.89493966130905
71.757
74.125
69.1024390243903
80.407
75.26
70.2585365853659
77.4341463414634
82.2560975609756
78.9707317073171
83.5268292682927
81.9926829268293
75.520243902439
77.4658536585366
64.086
72.913
68.991
66.499
56.422
81.6414634146342
65.983
73.0731707317073
68.526
71.112
44.304
76.3
71.5829268292683
72.5707317073171
59.89
61.475
79.4317073170732
78.0170731707317
72.73
77.989
68.714
54.281
45.16
71.988
67.405
81.167
70.9609756097561
64.288
49.394
83.1121951219512
71.117
79.4414634146342
74.221
78.3682926829268
77.591
78.3804878048781
68.933
67.116
79.2536585365854
77.8439024390244
75.449
79.2756097560976
73.821
77.286
52.402
76.8
71.4790243902439
79.4390243902439
70.653
75.419512195122
59.765
73.955
72.056
67.961
61.653
65.871
56.414
81.061
80.614
72.227
74.378
62.167
77.004
80.039
73.45
71.6451219512195
68.1560975609756
75.179
65.126
74.836
82.448
58.097
51.988
63.116
77.4219512195122
64.634
84.4456097560976
76.239
52.557
81.490243902439
72.6829268292683
66.794
71.62
77.05
83.2268292682927
74.32
53.255
57.095
67.675
43.182
55.885
67.364
80.4414634146342
70.89493966130905
83.224
55.71
77.609
79.0170731707317
78.3243902439024
73.407
77.5146341463415
65.201
67.6951219512195
72.2658536585366
74.531
70.073
52.885
63.825
71.644
65.299
82.2048780487805
81.284
70.9
58.778
80.9487804878049
66.675
73.712
83.0780487804878
56.735
73.818
76.228
82.6756097560976
81.4163414634146
70.528
55.299
70.917
74.165
70.89493966130905
65.8
70.396
